,furniture_type,name,discounted_price,original_price,product_details
186,Kitchen Cabinet,woodark Solid Wood Bar Cabinet,"₹19,500","₹34,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 650 mm x 1000 mm x 500 mm (2 ft 1 in x 3 ft 3 in x 1 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
187,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹80,999","₹89,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1219 mm x 610 mm x 914 mm (3 ft 11 in x 2 ft x 2 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
188,Kitchen Cabinet,Furniture Mart Solid Wood Bar Cabinet,"₹19,999","₹35,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
189,Kitchen Cabinet,Ognija Solid Wood Bar Cabinet,"₹4,139","₹7,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 435 mm x 400 mm x 300 mm (1 ft 5 in x 1 ft 3 in x 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
190,Kitchen Cabinet,Ognija Solid Wood Bar Cabinet,"₹2,339","₹7,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 550 mm x 300 mm x 70 mm (1 ft 9 in x 11 in x 2 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
191,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹50,399","₹62,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 820 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
192,Kitchen Cabinet,Flipkart Perfect Homes Wall Hanging Bar Cabinet Solid W...,"₹15,997","₹39,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 940 mm x 650 mm x 150 mm (3 ft 1 in x 2 ft 1 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
193,Kitchen Cabinet,woodark Solid Wood Bar Cabinet Solid Wood Bar Cabinet,"₹17,999","₹45,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 900 mm x 1010 mm x 380 mm (2 ft 11 in x 3 ft 3 in x 1 ft 2 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
194,Kitchen Cabinet,"Jeeso Solid Wood Bar Cabinet (Finish-Provincial Teak, D...","₹15,999","₹49,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
195,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹55,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 610 mm x 914 mm x 812 mm (2 ft x 2 ft 11 in x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
196,Kitchen Cabinet,woodark Solid Wood Standing Bar Cabinet Solid Wood Bar ...,"₹14,999","₹58,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 588 mm x 1803.4 mm x 431.8 mm (1 ft 11 in x 5 ft 11 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
197,Kitchen Cabinet,mk furniture Sheesham Wood Bar Cabinet (Finish - Provin...,"₹20,459","₹49,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 482.6 mm x 1473.2 mm x 383.54 mm (1 ft 6 in x 4 ft 9 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
198,Kitchen Cabinet,WOODECORE Solid Wood Bar Cabinet,"₹5,999","₹15,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 914.4 mm x 711.2 mm x 304.8 mm (3 ft x 2 ft 4 in x 1 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
199,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹48,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 821 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
200,Kitchen Cabinet,UK FURNITURE Solid Wood Bar Cabinet,"₹16,499","₹40,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
201,Kitchen Cabinet,Ognija Solid Wood Bar Cabinet,"₹2,999","₹5,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 20 mm x 20 mm x 20 mm</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
202,Kitchen Cabinet,mk furniture Solid Wood Bar Cabinet,"₹4,583","₹5,799","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 965.2 mm x 635 mm x 127 mm (3 ft 1 in x 2 ft 1 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
203,Kitchen Cabinet,FURINNO wooden large cabinet Solid Wood Bar Cabinet,"₹14,439","₹28,499","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1290.3 mm x 878.8 mm x 657.8 mm (4 ft 2 in x 2 ft 10 in x 2 ft 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
204,Kitchen Cabinet,mk furniture Sheesham Wood Bar Cabinet For Home(Finish ...,"₹49,200","₹62,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1090 mm x 1800 mm x 580 mm (3 ft 6 in x 5 ft 10 in x 1 ft 10 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
205,Kitchen Cabinet,woodark Solid Wood Bar Cabinet,"₹2,599","₹8,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 558.8 mm x 139.7 mm x 127 mm (1 ft 10 in x 5 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
206,Kitchen Cabinet,"Solvd-in-box Barnest Classic Mini Bar, Bar Cabinet Wood...","₹6,999","₹9,099","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 310 mm x 640 mm x 610 mm (1 ft x 2 ft 1 in x 2 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
207,Kitchen Cabinet,Studio Kook Classic Mini Bar Engineered Wood Bar Cabine...,"₹8,489","₹14,739","[<li class=""_21Ahn-"">Engineered Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 549 mm x 597 mm x 450 mm (1 ft 9 in x 1 ft 11 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
208,Kitchen Cabinet,MAHIMART AND HANDICRAFTS Assemble sheesham Wood Stylish...,"₹17,098","₹33,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 890 mm x 500 mm (4 ft 3 in x 2 ft 11 in x 1 ft 7 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
209,Kitchen Cabinet,House of Pataudi Solid Wood Bar Cabinet,"₹17,669","₹28,499","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 129.03 mm x 87.88 mm x 65.78 mm (5 in x 3 in x 2 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
210,Kitchen Cabinet,EARLYFURNITURE Solid Wood Bar Cabinet,"₹2,998","₹6,800","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 12 mm x 70 mm x 58 mm (2 in x 2 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
211,Kitchen Cabinet,Flipkart Perfect Homes Rosewood (Sheesham) Bar Cabinet ...,"₹14,249","₹38,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
212,Kitchen Cabinet,PIYUSH HANDICRAFT Solid Wood Bar Cabinet,"₹29,699","₹35,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 708 mm x 914 mm x 543 mm (2 ft 3 in x 2 ft 11 in x 1 ft 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
213,Kitchen Cabinet,Wood Mount Solid Wood Bar Cabinet,"₹4,949","₹10,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 260 mm x 700 mm x 440 mm (10 in x 2 ft 3 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
214,Kitchen Cabinet,bharat furniture house Pre-assemble bar cocktail storag...,"₹18,899","₹25,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
215,Kitchen Cabinet,Flipkart Perfect Homes Solid Wood Bar Cabinet,"₹20,231","₹22,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 700 mm x 525 mm x 925 mm (2 ft 3 in x 1 ft 8 in x 3 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
216,Kitchen Cabinet,Angel Furniture Solid Wood Bar Cabinet,"₹1,490","₹2,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 559 mm x 140 mm x 127 mm (1 ft 10 in x 5 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
217,Kitchen Cabinet,WOODECORE Solid Wood Bar Cabinet,"₹18,999","₹45,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 900 mm x 1010 mm x 380 mm (2 ft 11 in x 3 ft 3 in x 1 ft 2 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
218,Kitchen Cabinet,woodark Solid Wood Basket Design Bar Solid Wood Bar Cab...,"₹4,500","₹9,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 540 mm x 250 mm x 240 mm (1 ft 9 in x 9 in x 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
219,Kitchen Cabinet,Flipkart Perfect Homes PureWood Sheesham Bar Cabinet,"₹14,079","₹22,399","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 62.5 cm x 72.5 cm x 62.5 cm (2 ft x 2 ft 4 in x 2 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
220,Kitchen Cabinet,WOODECORE Solid Wood Bar Cabinet Solid Wood Bar Cabinet,"₹18,999","₹58,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 482.6 mm x 1473.2 mm x 383.54 mm (1 ft 6 in x 4 ft 9 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
221,Kitchen Cabinet,woodark Wooden Wall Hanging Design Bar Solid Wood Bar C...,"₹2,999","₹12,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 508 mm x 635 mm x 127 mm (1 ft 8 in x 2 ft 1 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
222,Kitchen Cabinet,UK FURNITURE 4 Bottle Solid Wood Tabletop Wine Bottle &...,"₹2,373","₹8,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 380 mm x 330 mm x 200 mm (1 ft 2 in x 1 ft x 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
223,Kitchen Cabinet,Flipkart Perfect Homes Sheesham Wood Solid Wood Bar Cab...,"₹10,559","₹23,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 90 cm x 106.7 cm x 50.8 cm (2 ft 11 in x 3 ft 6 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
224,Kitchen Cabinet,MD FURNITURE Solid Wood Bar Cabinet,"₹24,799","₹33,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 500 mm x 1100 mm x 850 mm (1 ft 7 in x 3 ft 7 in x 2 ft 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
225,Kitchen Cabinet,PIYUSH HANDICRAFT Solid Wood Bar Cabinet,"₹26,099","₹30,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 706 mm x 914 mm x 543 mm (2 ft 3 in x 2 ft 11 in x 1 ft 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
226,Kitchen Cabinet,UK FURNITURE Solid Wood Bar Cabinet,"₹3,798","₹12,499","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 500 mm x 330 mm x 200 mm (1 ft 7 in x 1 ft x 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
227,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹80,999","₹89,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1219 mm x 610 mm x 914 mm (3 ft 11 in x 2 ft x 2 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
228,Kitchen Cabinet,bharat furniture house Furniture Solid Sheesham Wood Ba...,"₹18,899","₹25,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
229,Kitchen Cabinet,bharat furniture house Bar Cabinet for Living Room (Hon...,"₹18,899","₹30,449","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1325.8 mm x 863.6 mm x 508 mm (4 ft 4 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
230,Kitchen Cabinet,KhatiEra Premium Quality Sheesham Wood Bar Cabinet Wall...,"₹4,047","₹12,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 508 mm x 635 mm x 127 mm (1 ft 8 in x 2 ft 1 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
231,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹50,399","₹62,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 820 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
232,Kitchen Cabinet,WOODECORE Wooden Wall Hanging Design Bar Solid Wood Bar...,"₹2,999","₹8,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 558.8 mm x 139.7 mm x 127 mm (1 ft 10 in x 5 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
233,Kitchen Cabinet,EARLYFURNITURE Sheesham Wood Bar Cabinet for Home | bar...,"₹18,597","₹39,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 6 mm x 16 mm x 21 mm</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
234,Kitchen Cabinet,WOODECORE Wooden Wall Hanging Design Bar Solid Wood Bar...,"₹3,799","₹12,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 508 mm x 635 mm x 127 mm (1 ft 8 in x 2 ft 1 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
235,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹55,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 610 mm x 914 mm x 812 mm (2 ft x 2 ft 11 in x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
236,Kitchen Cabinet,Cherry Wood Sheesham Wood Bar Cabinet Rack Hard and Sof...,"₹16,149","₹30,449","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 870 mm x 1308.1 mm x 508 mm (2 ft 10 in x 4 ft 3 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
237,Kitchen Cabinet,MAHIMART AND HANDICRAFTS sheesham Wood Stylish Bar Cabi...,"₹26,998","₹34,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 533.4 mm x 1193.8 mm x 1828.8 mm (1 ft 9 in x 3 ft 10 in x 6 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
238,Kitchen Cabinet,bharat furniture house Sheesham Wood Bar Cabinet Rack H...,"₹18,899","₹38,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
239,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹48,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 821 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
240,Kitchen Cabinet,Madhav Decore Solid Wood Basket Design Bar Solid Wood B...,"₹4,900","₹9,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 540 mm x 250 mm x 240 mm (1 ft 9 in x 9 in x 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
241,Kitchen Cabinet,urban wood Fabric Bar Cabinet,"₹2,999","₹5,999","[<li class=""_21Ahn-"">Fabric</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 60 mm x 44 mm x 12 mm (2 in x 1 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
242,Kitchen Cabinet,UK FURNITURE Sheesham Wood Solid Wood Bar Cabinet,"₹16,499","₹25,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 96 mm x 46 mm x 75 mm (3 in x 1 in x 2 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
243,Kitchen Cabinet,FURINNO wooden large cabinet Solid Wood Bar Cabinet,"₹14,439","₹28,499","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1290.3 mm x 878.8 mm x 657.8 mm (4 ft 2 in x 2 ft 10 in x 2 ft 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
